@relation 'stylometry-iepa-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.supervised.attribute.AddClassification-distribution-Wweka.classifiers.lazy.IBk -K 11 -W 0 -A \"weka.core.neighboursearch.LinearNNSearch -A \\\"weka.core.EuclideanDistance -R first-last\\\"\"-weka.filters.unsupervised.attribute.Reorder-R1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,105,106,104'

@attribute fog_index numeric
@attribute fog_index_WSW numeric
@attribute monosyllabic_fog_index numeric
@attribute monosyllabic_fog_index_WSW numeric
@attribute inverse_fog_index numeric
@attribute inverse_fog_index_WSW numeric
@attribute forcast numeric
@attribute forcast_WSW numeric
@attribute smog_index numeric
@attribute smog_index_WSW numeric
@attribute fkri numeric
@attribute fkri_WSW numeric
@attribute flesch numeric
@attribute flesch_WSW numeric
@attribute complex_word numeric
@attribute complex_word_percent numeric
@attribute complex_word_WSW numeric
@attribute complex_word_WSW_percent numeric
@attribute monosyllabic_word numeric
@attribute monosyllabic_word_percent numeric
@attribute monosyllabic_word_WSW numeric
@attribute monosyllabic_word_WSW_percent numeric
@attribute word_length numeric
@attribute word_length_WSW numeric
@attribute syllable_count numeric
@attribute syllables_count_WSW numeric
@attribute long_sentence {true,false}
@attribute short_sentence {true,false}
@attribute word_count numeric
@attribute function_word numeric
@attribute function_word_percent numeric
@attribute content_word numeric
@attribute content_word_percent numeric
@attribute named_entity numeric
@attribute named_entity_percent numeric
@attribute named_entity_WSW numeric
@attribute named_entity_WSW_percent numeric
@attribute alpha_numeric numeric
@attribute alpha_numeric_percent numeric
@attribute alpha_numeric_WSW numeric
@attribute alpha_numeric_WSW_percent numeric
@attribute verb numeric
@attribute verb_percent numeric
@attribute verb_WSW numeric
@attribute verb_WSW_percent numeric
@attribute acronym numeric
@attribute acronym_percent numeric
@attribute acronym_WSW numeric
@attribute acronym_WSW_percent numeric
@attribute semantic_word numeric
@attribute semantic_word_percent numeric
@attribute semantic_word_WSW numeric
@attribute semantic_word_WSW_percent numeric
@attribute alphabet_words numeric
@attribute alphabet_words_percent numeric
@attribute alphabet_words_WSW numeric
@attribute alphabet_words_WSW_percent numeric
@attribute numeric_words numeric
@attribute numeric_words_percent numeric
@attribute numeric_words_WSW numeric
@attribute numeric_words_WSW_percent numeric
@attribute lowercase_words numeric
@attribute lowercase_words_percent numeric
@attribute lowercase_words_WSW numeric
@attribute lowercase_words_WSW_percent numeric
@attribute uppercase_words numeric
@attribute uppercase_words_percent numeric
@attribute uppercase_words_WSW numeric
@attribute uppercase_words_WSW_percent numeric
@attribute long_word numeric
@attribute long_word_percent numeric
@attribute long_word_WSW numeric
@attribute long_word_WSW_percent numeric
@attribute unique_word numeric
@attribute unique_word_percent numeric
@attribute unique_word_WSW numeric
@attribute unique_word_WSW_percent numeric
@attribute repeated_word numeric
@attribute repeated_word_percent numeric
@attribute repeated_word_WSW numeric
@attribute repeated_word_WSW_percent numeric
@attribute pos_conjunction numeric
@attribute pos_number numeric
@attribute pos_determiner numeric
@attribute pos_preposition numeric
@attribute pos_adjective numeric
@attribute pos_noun numeric
@attribute pos_pronoun numeric
@attribute pos_adverb numeric
@attribute pos_verb numeric
@attribute pos_interjection numeric
@attribute pos_foreign numeric
@attribute pos_list numeric
@attribute pos_possessive numeric
@attribute pos_particle numeric
@attribute pos_symbol numeric
@attribute character_count numeric
@attribute character_count_WSW numeric
@attribute character_per_word numeric
@attribute character_per_word_WSW numeric
@attribute character_without_space numeric
@attribute character_without_space_WSW numeric
@attribute special_char {true,false}
@attribute distribution_positive numeric
@attribute distribution_negative numeric
@attribute class {positive,negative}

@data
0.16563,0.230052,0.237885,0.393762,0.478866,0.402348,0.564103,0.506494,0.198365,0.198365,0.141647,0.220386,0.555492,0.335871,0.095238,0.320771,0.095238,0.250614,0.076923,0.435897,0.142857,0.493506,0.282297,0.26087,0.092025,0.128,false,true,0.096386,0.054054,0.273292,0.148148,0.726708,0.333333,0.535714,0.1875,0.818182,0.1,0.571429,0.156863,0.727273,0.142857,0.238095,0.142857,0.212121,0.096774,0.442857,0.153846,0.272727,0.1875,0.464286,0.2,0.436364,0.089744,0.826531,0.14,0.857143,0.0625,0.285714,0.0625,0.254545,0.097222,0.628205,0.153846,0.583072,0.3,0.571429,0.3,0.409091,0.107143,0.350649,0.111111,0.304813,0.148148,0.85119,0.177778,0.808081,0.03125,0.14881,0.071429,0.191919,0.557143,0,0,0.428571,0.342857,0.4375,0,0.321429,0,0,0,0,0,0,0,0.098276,0.125891,0.268997,0.250733,0.100604,0.120643,true,0.727188,0.272812,negative
0.503875,0.530419,0.544616,0.545327,0.152256,0.15116,0.462731,0.468944,0.585917,0.541944,0.470406,0.509426,0.103764,0,0.428571,0.354401,0.380952,0.39483,0.403846,0.537269,0.321429,0.531056,0.311042,0.379962,0.423313,0.376,true,false,0.445783,0.513514,0.796764,0.37037,0.203236,0.333333,0.174419,0.208333,0.434783,0.4625,0.860465,0.392157,0.869565,0.428571,0.232558,0.357143,0.253623,0.258065,0.218605,0.384615,0.326087,0.25,0.20155,0.133333,0.13913,0.448718,0.887043,0.36,0.863354,0.125,0.186047,0.125,0.243478,0.444444,0.813953,0.384615,0.697151,0.5,0.310078,0.4,0.26087,0.357143,0.299683,0.333333,0.398977,0.62963,0.806202,0.444444,0.908213,0.125,0.193798,0.071429,0.091787,0.423256,0.118605,0.159468,0.348837,0.167442,0.162791,0,0.627907,0.465116,0,0,0,0,0,0,0.413793,0.349169,0.299852,0.334502,0.410463,0.340483,true,0.636313,0.363687,negative
0.544751,0.419664,0.706176,0.660313,0.132275,0.217626,0.317368,0.411905,0.541944,0.445953,0.502004,0.451838,0.23208,0.162733,0.380952,0.238917,0.285714,0.202703,0.596154,0.682632,0.464286,0.588095,0.180735,0.234783,0.460123,0.416,true,false,0.566265,0.594595,0.731747,0.5,0.268253,0.466667,0.198113,0.166667,0.266667,0.5875,0.886792,0.529412,0.9,0.642857,0.283019,0.642857,0.35,0.516129,0.411321,0.538462,0.35,0.4375,0.286164,0.4,0.32,0.551282,0.816712,0.46,0.790476,0.25,0.301887,0.25,0.373333,0.527778,0.768747,0.461538,0.641379,0.6,0.301887,0.6,0.3,0.5,0.346055,0.444444,0.397059,0.648148,0.488994,0.444444,0.437037,0.40625,0.511006,0.571429,0.562963,0.441509,0.240566,0.25876,0.566038,0.271698,0.125472,0.150943,0.339623,0.283019,0,0,0,0,0,0,0.458621,0.387173,0.168607,0.164516,0.452716,0.364611,true,0.363687,0.636313,negative
0.319242,0.372302,0.455632,0.758553,0.280042,0.25325,0.377289,0.159864,0.392771,0.392771,0.327142,0.376307,0.244359,0.155963,0.238095,0.320771,0.238095,0.266409,0.269231,0.622711,0.464286,0.840136,0.342105,0.279503,0.263804,0.296,false,false,0.26506,0.162162,0.347826,0.333333,0.652174,0.333333,0.267857,0.104167,0.238095,0.225,0.357143,0.27451,0.571429,0.357143,0.297619,0.357143,0.277778,0.129032,0.185714,0.307692,0.285714,0.3125,0.386905,0.333333,0.380952,0.205128,0.479592,0.24,0.55102,0.25,0.571429,0.25,0.533333,0.222222,0.628205,0.282051,0.559934,0.3,0.285714,0.3,0.214286,0.178571,0.228896,0.185185,0.201681,0.351852,0.702381,0.355556,0.698413,0.125,0.297619,0.214286,0.301587,0.464286,0.273214,0.122449,0.535714,0.257143,0.38125,0,0.160714,0.178571,0,0,0,0,0,0,0.253448,0.289786,0.303191,0.262673,0.253521,0.27882,true,0.636313,0.363687,positive
0.380373,0.50045,0.246696,0.392595,0.229074,0.167214,0.651282,0.575893,0.445953,0.445953,0.373605,0.546247,0,0,0.285714,0.570552,0.285714,0.451014,0.115385,0.348718,0.178571,0.424107,0.569378,0.505435,0.220859,0.288,false,false,0.168675,0.081081,0.243478,0.240741,0.756522,0,0,0,0,0.1375,0.25,0.196078,0.53125,0.5,0.583333,0.5,0.510417,0.032258,0.07,0.076923,0.09375,0.3125,0.541667,0.333333,0.5,0.115385,0.392857,0.16,0.508929,0.0625,0.2,0.0625,0.175,0.152778,0.637179,0.230769,0.601293,0.1,0.133333,0.1,0.09375,0.321429,0.715909,0.333333,0.650735,0.259259,0.895833,0.288889,0.868056,0.03125,0.104167,0.071429,0.131944,0.39,0.255,0.171429,0.45,0.36,0.35875,0,0.225,0.25,0,0.4,0,0,0,0,0.225862,0.280285,0.628723,0.535282,0.2334,0.281501,true,0.636313,0.363687,positive
0.542426,0.694636,0.424263,0.322198,0.133354,0.081242,0.631164,0.763975,0.667703,0.667703,0.513748,0.706637,0,0,0.52381,0.492685,0.52381,0.553467,0.288462,0.368836,0.142857,0.236025,0.459167,0.567108,0.441718,0.464,true,false,0.39759,0.405405,0.682274,0.37037,0.317726,0.133333,0.076923,0.020833,0.043478,0.4,0.769231,0.372549,0.804348,0.642857,0.384615,0.642857,0.456522,0.258065,0.261538,0.230769,0.195652,0.1875,0.166667,0.2,0.208696,0.384615,0.813187,0.34,0.795031,0,0,0,0,0.416667,0.851414,0.410256,0.743628,0.3,0.205128,0.3,0.195652,0.571429,0.606643,0.592593,0.80179,0.462963,0.519231,0.355556,0.541063,0.28125,0.480769,0.357143,0.458937,0.666667,0,0.175824,0.461538,0.246154,0.296154,0,0.115385,0.320513,0,0,0,0,0,0,0.425862,0.448931,0.456628,0.599579,0.432596,0.453083,true,0.545438,0.454562,negative
0.359942,0.50045,0.354853,0.328446,0.244919,0.167214,0.594164,0.660714,0.445953,0.445953,0.361553,0.520475,0.148616,0,0.285714,0.370637,0.285714,0.451014,0.211538,0.405836,0.142857,0.339286,0.382665,0.480978,0.288344,0.28,false,false,0.277108,0.324324,0.761619,0.240741,0.238381,0.2,0.155172,0,0,0.2875,0.793103,0.254902,0.8125,0.428571,0.344828,0.428571,0.4375,0.290323,0.482759,0.230769,0.28125,0.3125,0.373563,0.333333,0.5,0.282051,0.916256,0.24,0.901786,0,0,0,0,0.305556,0.860301,0.307692,0.801724,0.3,0.275862,0.3,0.28125,0.357143,0.510188,0.37037,0.733456,0.388889,0.784483,0.288889,0.868056,0.09375,0.215517,0.071429,0.131944,0.537931,0,0.472906,0.724138,0.082759,0.410345,0,0,0.172414,0,0,0,0,0,0,0.274138,0.285036,0.341159,0.553427,0.273642,0.286863,false,0.636313,0.363687,negative
0.267658,0.284173,0.348418,0.491202,0.332928,0.336295,0.484848,0.418367,0.33494,0.270972,0.25308,0.320179,0.358818,0.143881,0.190476,0.344674,0.142857,0.266409,0.173077,0.515152,0.214286,0.581633,0.325794,0.31677,0.190184,0.192,false,false,0.192771,0.189189,0.58498,0.203704,0.41502,0.4,0.409091,0.041667,0.142857,0.2,0.727273,0.215686,0.785714,0.357143,0.378788,0.357143,0.416667,0.225806,0.536364,0.307692,0.428571,0.3125,0.492424,0.266667,0.457143,0.205128,1,0.22,1,0,0,0,0,0.208333,0.791375,0.25641,0.763547,0.4,0.484848,0.4,0.428571,0.214286,0.405992,0.185185,0.390756,0.277778,0.810606,0.244444,0.849206,0.0625,0.189394,0.071429,0.150794,0.472727,0,0.155844,0.409091,0.436364,0.222727,0.363636,0.204545,0.340909,0,0,0,0,0.409091,0,0.191379,0.19715,0.316248,0.352535,0.193159,0.193029,true,0.727188,0.272812,positive
0.446729,0.492206,0.652402,0.56305,0.18428,0.171856,0.23199,0.418367,0.495453,0.495453,0.396383,0.45485,0.337134,0,0.333333,0.27695,0.333333,0.382239,0.5,0.76801,0.321429,0.581633,0.202552,0.354037,0.361963,0.328,true,false,0.433735,0.540541,0.869565,0.333333,0.130435,0.133333,0.071429,0,0,0.4375,0.785714,0.333333,0.785714,0.428571,0.238095,0.428571,0.333333,0.451613,0.485714,0.384615,0.357143,0.4375,0.361111,0.4,0.457143,0.448718,0.942177,0.34,0.92517,0.0625,0.095238,0.0625,0.133333,0.472222,0.897436,0.410256,0.81445,0.4,0.253968,0.4,0.285714,0.285714,0.228896,0.296296,0.390756,0.555556,0.652778,0.377778,0.798942,0.21875,0.347222,0.142857,0.201058,0.371429,0.060714,0.489796,0.571429,0.228571,0.175,0,0.321429,0.297619,0,0,0,0,0,0,0.381034,0.332542,0.241641,0.387097,0.372233,0.327078,true,0.636313,0.363687,positive
0.61617,0.717626,0.658893,0.451613,0.102033,0.073344,0.376068,0.62,0.706032,0.706032,0.590316,0.757559,0,0,0.571429,0.395525,0.571429,0.551351,0.538462,0.623932,0.25,0.38,0.369078,0.589565,0.546012,0.52,true,false,0.542169,0.675676,0.890026,0.407407,0.109974,0.4,0.176471,0.0625,0.12,0.55,0.823529,0.411765,0.82,0.5,0.228758,0.5,0.326667,0.483871,0.4,0.307692,0.24,0.5,0.339869,0.533333,0.512,0.576923,1,0.44,1,0,0,0,0,0.583333,0.904475,0.487179,0.812414,0.6,0.313725,0.6,0.36,0.642857,0.498663,0.592593,0.723529,0.611111,0.468954,0.422222,0.662222,0.40625,0.531046,0.285714,0.337778,0.611765,0,0.268908,0.647059,0.094118,0.113235,0,0.088235,0.686275,0,0,0,0,0.176471,0,0.553448,0.508314,0.416771,0.63871,0.555332,0.514745,true,0.363687,0.636313,negative
1,0.88401,0.933327,0.71284,0,0.025714,0.495534,0.627451,0.940852,0.940852,1,1,0,0,0.904762,0.339974,0.904762,0.395866,0.865385,0.504466,0.5,0.372549,0.370554,0.483376,1,1,true,false,1,1,0.717147,0.888889,0.282853,0.4,0.101124,0.020833,0.019608,1,0.831461,0.882353,0.852941,0.928571,0.243446,0.928571,0.297386,0.677419,0.265169,0.307692,0.117647,1,0.389513,1,0.470588,1,0.863563,0.86,0.845938,0.1875,0.134831,0.1875,0.164706,1,0.865169,0.948718,0.775524,0.9,0.269663,0.9,0.264706,1,0.41905,1,0.550173,0.962963,0.250936,0.844444,0.544662,1,0.749064,0.785714,0.455338,0.467416,0.085955,0.539326,0.47191,0.323596,0.145506,0.089888,0.202247,0.308989,0,0,0,0,0.101124,0,1,1,0.414535,0.532258,1,1,true,0.091062,0.908938,negative
0.380373,0.573414,0.290749,0.393762,0.229074,0.130165,0.564103,0.506494,0.445953,0.392771,0.308502,0.48279,0.118642,0,0.285714,0.570552,0.238095,0.58231,0.134615,0.435897,0.142857,0.493506,0.457735,0.509881,0.196319,0.184,false,false,0.168675,0.216216,0.765217,0.148148,0.234783,0.066667,0.075,0.020833,0.090909,0.15,0.4,0.117647,0.454545,0.571429,0.666667,0.5,0.742424,0.096774,0.25,0.153846,0.272727,0.25,0.433333,0.266667,0.581818,0.128205,0.514286,0.08,0.428571,0.0625,0.2,0.0625,0.254545,0.152778,0.637179,0.102564,0.388715,0.3,0.4,0.3,0.409091,0.25,0.545455,0.222222,0.665775,0.259259,0.895833,0.2,1,0.03125,0.104167,0,0,0.26,0,0.342857,0.3,0.48,0.1225,0,0.225,0.5,0,0,0,0,0,0,0.196552,0.185273,0.465957,0.580645,0.203219,0.187668,true,0.545438,0.454562,negative
0.39866,0.534373,0.525698,0.54855,0.215775,0.149133,0.273504,0.396825,0.495453,0.495453,0.318433,0.453235,0.322238,0,0.333333,0.417178,0.333333,0.459459,0.326923,0.726496,0.285714,0.603175,0.290271,0.391304,0.269939,0.288,false,false,0.289157,0.297297,0.66087,0.277778,0.33913,0.533333,0.4,0.041667,0.111111,0.3,0.8,0.294118,0.833333,0.5,0.388889,0.5,0.453704,0.290323,0.46,0.384615,0.416667,0.3125,0.361111,0.333333,0.444444,0.294872,0.919048,0.28,0.912698,0,0,0,0,0.263889,0.7,0.25641,0.59387,0.6,0.533333,0.6,0.5,0.285714,0.375,0.296296,0.485294,0.314815,0.444444,0.288889,0.648148,0.25,0.555556,0.214286,0.351852,0.693333,0,0.342857,0.6,0.08,0.4375,0,0,0.25,0,0,0,0,0,0,0.268966,0.275534,0.280851,0.379032,0.265594,0.270777,true,0.818063,0.181937,positive
0.314539,0.406581,0.387665,0.504744,0.284443,0.226955,0.459487,0.441176,0.392771,0.392771,0.25162,0.326413,0.435318,0.195451,0.238095,0.368098,0.238095,0.348172,0.211538,0.540513,0.25,0.558824,0.267943,0.283887,0.208589,0.232,false,false,0.228916,0.189189,0.493913,0.259259,0.506087,0.533333,0.48,0.104167,0.294118,0.225,0.64,0.254902,0.735294,0.357143,0.333333,0.357143,0.343137,0.129032,0.232,0.153846,0.176471,0.25,0.346667,0.266667,0.376471,0.205128,0.708571,0.22,0.722689,0.0625,0.16,0.0625,0.164706,0.208333,0.674872,0.25641,0.628803,0.3,0.32,0.3,0.264706,0.321429,0.545455,0.296296,0.524221,0.333333,0.833333,0.311111,0.875817,0.0625,0.166667,0.071429,0.124183,0.416,0,0.411429,0.36,0,0.469,0.32,0,0.3,0,0,0,0,0.36,0,0.236207,0.258907,0.370213,0.38425,0.239437,0.254692,true,0.908938,0.091062,positive
0.340141,0.464029,0.273128,0.417889,0.261373,0.188533,0.564103,0.515306,0.392771,0.392771,0.23635,0.349632,0.321703,0.067205,0.238095,0.539877,0.238095,0.440154,0.115385,0.435897,0.178571,0.484694,0.370902,0.34472,0.153374,0.2,false,true,0.144578,0.081081,0.289855,0.203704,0.710145,0.8,1,0.104167,0.357143,0.15,0.666667,0.215686,0.785714,0.214286,0.277778,0.214286,0.25,0.129032,0.4,0.230769,0.321429,0,0,0,0,0.153846,1,0.22,1,0,0,0,0,0.166667,0.797721,0.282051,0.839901,0.3,0.444444,0.2,0.214286,0.25,0.621212,0.259259,0.579832,0.203704,0.768519,0.222222,0.698413,0.0625,0.231481,0.142857,0.301587,0.433333,0,0,0.333333,0.533333,0.525,0,0,0.138889,0,0,0,0,0,0,0.158621,0.209026,0.382979,0.404378,0.160966,0.206434,false,0.818063,0.181937,positive
0.523013,0.916776,0.273128,0.207145,0.142628,0.017933,0.564103,0.753247,0.541944,0.541944,0.344854,0.670222,0,0,0.380952,0.846626,0.380952,0.914005,0.115385,0.435897,0.071429,0.246753,0.556973,0.687747,0.190184,0.224,false,true,0.144578,0.162162,0.637681,0.148148,0.362319,0.066667,0.083333,0,0,0.1375,0.5,0.137255,0.590909,0.285714,0.37037,0.285714,0.424242,0.032258,0.1,0.076923,0.136364,0.125,0.240741,0.133333,0.290909,0.128205,0.730159,0.12,0.714286,0,0,0,0,0.166667,0.797721,0.179487,0.680251,0.1,0.148148,0.1,0.136364,0.285714,0.715909,0.296296,0.906417,0.222222,0.884259,0.2,1,0.03125,0.115741,0,0,0.722222,0,0,0.666667,0.4,0,0.444444,0.25,0.416667,0,0,0,0,0.5,0,0.205172,0.23753,0.670213,0.870968,0.217304,0.246649,true,0.818063,0.181937,positive
0.471476,0.61211,0.391937,0.367546,0.169765,0.113056,0.590521,0.676871,0.585917,0.585917,0.425675,0.5923,0.021073,0,0.428571,0.484105,0.428571,0.498069,0.25,0.409479,0.178571,0.323129,0.418829,0.484472,0.349693,0.384,true,false,0.325301,0.297297,0.58498,0.333333,0.41502,0.066667,0.045455,0,0,0.325,0.727273,0.333333,0.785714,0.214286,0.151515,0.214286,0.166667,0.225806,0.290909,0.076923,0.071429,0.5,0.525253,0.533333,0.609524,0.320513,0.852814,0.32,0.85034,0.0625,0.121212,0.0625,0.133333,0.388889,0.962704,0.461538,0.916256,0.1,0.080808,0.1,0.071429,0.357143,0.431818,0.37037,0.516807,0.444444,0.747475,0.377778,0.798942,0.125,0.252525,0.142857,0.201058,0.472727,0.077273,0.207792,0.454545,0.218182,0.222727,0,0.272727,0.378788,0,0,0,0,0,0.173737,0.351724,0.387173,0.452611,0.546083,0.354125,0.38874,true,0.636313,0.363687,positive
0.371728,0.384987,0.498732,0.534805,0.235646,0.243189,0.379176,0.428571,0.445953,0.392771,0.307307,0.329414,0.432324,0.232838,0.285714,0.316788,0.238095,0.302987,0.326923,0.620824,0.285714,0.571429,0.215843,0.26087,0.276074,0.256,true,false,0.325301,0.351351,0.711462,0.296296,0.288538,0.066667,0.045455,0,0,0.325,0.727273,0.294118,0.763158,0.357143,0.252525,0.357143,0.307018,0.322581,0.454545,0.153846,0.157895,0.3125,0.328283,0.333333,0.421053,0.307692,0.779221,0.26,0.75188,0.125,0.242424,0.125,0.294737,0.347222,0.848485,0.358974,0.787659,0.2,0.161616,0.2,0.157895,0.321429,0.380165,0.296296,0.450464,0.407407,0.621212,0.333333,0.777778,0.1875,0.378788,0.142857,0.222222,0.393939,0,0.311688,0.636364,0.290909,0.127273,0.242424,0.136364,0.378788,0,0,0,0,0.272727,0,0.277586,0.273159,0.203095,0.313243,0.273642,0.265416,true,0.636313,0.363687,positive
0.350683,0.528777,0.238404,0.372923,0.252471,0.152007,0.615385,0.547619,0.392771,0.392771,0.358563,0.577639,0,0,0.238095,0.575965,0.238095,0.527027,0.096154,0.384615,0.142857,0.452381,0.59893,0.586957,0.184049,0.224,false,true,0.13253,0.108108,0.439898,0.166667,0.560102,0.133333,0.176471,0.041667,0.166667,0.125,0.470588,0.156863,0.625,0.285714,0.392157,0.285714,0.388889,0.129032,0.435294,0.230769,0.375,0.125,0.254902,0.133333,0.266667,0.128205,0.857143,0.16,0.869048,0,0,0,0,0.125,0.633484,0.153846,0.534483,0.4,0.627451,0.4,0.5,0.214286,0.565508,0.222222,0.595588,0.203704,0.877451,0.2,0.824074,0.03125,0.122549,0.071429,0.175926,0.458824,0,0.201681,0.176471,0.282353,0.391176,0,0.529412,0.147059,0,0,0,0,0,0,0.17069,0.204276,0.536921,0.568548,0.177062,0.206434,true,0.818063,0.181937,negative
0.087256,0.196043,0.300818,0.272727,0.656131,0.452024,0.43956,0.612245,0.11224,0.11224,0.095145,0.224779,0.717055,0.234035,0.047619,0.189308,0.047619,0.266409,0.096154,0.56044,0.071429,0.387755,0.202552,0.31677,0.079755,0.072,false,true,0.096386,0.162162,0.869565,0.074074,0.130435,0.133333,0.214286,0,0,0.1,0.571429,0.078431,0.571429,0.142857,0.238095,0.142857,0.333333,0.16129,0.7,0.153846,0.428571,0,0,0,0,0.102564,1,0.08,1,0,0,0,0,0.125,0.807692,0.128205,0.763547,0.2,0.380952,0.2,0.428571,0.071429,0.228896,0.074074,0.390756,0.148148,0.85119,0.088889,0.698413,0.03125,0.14881,0.071429,0.301587,0.557143,0,0.734694,0.642857,0,0.325,0,0,0.357143,0,0,0,0,0,0,0.087931,0.08076,0.18693,0.414747,0.086519,0.080429,true,0.636313,0.363687,negative
0.276136,0.453237,0.185022,0.311339,0.323485,0.195272,0.564103,0.547619,0.198365,0.198365,0.268916,0.495868,0,0,0.095238,0.616564,0.095238,0.527027,0.019231,0.435897,0.071429,0.452381,0.611244,0.586957,0.055215,0.088,false,true,0.024096,0.027027,0.347826,0.055556,0.652174,0.266667,0.75,0.125,1,0.025,0.25,0.058824,0.5,0.214286,0.625,0.214286,0.583333,0,0.25,0.076923,0.25,0.0625,0.270833,0.066667,0.266667,0.012821,0.696429,0.04,0.738095,0,0,0,0,0.055556,0.762821,0.102564,0.712644,0.1,0.333333,0.1,0.25,0.071429,0.502841,0.074074,0.485294,0.055556,1,0.088889,1,0,0,0,0,0.65,0,0,0.75,0.9,0.240625,0,0,0,0,0,0,0,0,0,0.051724,0.07601,0.494681,0.556452,0.056338,0.077748,true,0.818063,0.181937,positive
0.599819,0.784772,0.359975,0.453324,0.108493,0.052282,0.688645,0.604167,0.742913,0.742913,0.558233,0.758363,0,0,0.619048,0.662577,0.619048,0.628378,0.230769,0.311355,0.25,0.395833,0.60925,0.603261,0.447853,0.504,true,false,0.349398,0.27027,0.481988,0.388889,0.518012,0.133333,0.085714,0.104167,0.208333,0.3375,0.657143,0.372549,0.75,0.571429,0.380952,0.571429,0.388889,0.258065,0.314286,0.230769,0.1875,0.25,0.247619,0.266667,0.266667,0.346154,0.861224,0.38,0.869048,0.0625,0.114286,0.0625,0.116667,0.361111,0.825641,0.435897,0.757184,0.4,0.304762,0.4,0.25,0.535714,0.642857,0.555556,0.705882,0.444444,0.642857,0.444444,0.824074,0.1875,0.357143,0.142857,0.175926,0.445714,0.072857,0.391837,0.342857,0.342857,0.235,0,0.128571,0.357143,0,0,0,0,0,0,0.393103,0.467933,0.506991,0.592742,0.400402,0.47185,true,0.636313,0.363687,positive
0.268821,0.396099,0.399413,0.356869,0.331613,0.2347,0.418803,0.582418,0.33494,0.33494,0.196917,0.279362,0.601564,0.227538,0.190476,0.309816,0.190476,0.386694,0.211538,0.581197,0.142857,0.417582,0.192584,0.29097,0.177914,0.168,false,false,0.216867,0.27027,0.782609,0.185185,0.217391,0.466667,0.4375,0.041667,0.153846,0.225,0.75,0.196078,0.769231,0.428571,0.416667,0.428571,0.538462,0.16129,0.325,0.230769,0.346154,0.375,0.541667,0.4,0.738462,0.217949,0.89881,0.18,0.879121,0.0625,0.166667,0.0625,0.215385,0.236111,0.815171,0.230769,0.740053,0.2,0.222222,0.2,0.230769,0.178571,0.289773,0.185185,0.434389,0.296296,0.739583,0.222222,0.837607,0.09375,0.260417,0.071429,0.162393,0.65,0.2125,0.428571,0.625,0.3,0.109375,0,0,0.416667,0,0,0,0,0,0,0.198276,0.168646,0.24734,0.301489,0.199195,0.163539,true,0.818063,0.181937,positive
0.577167,0.782563,0.345033,0.318722,0.11788,0.052931,0.64847,0.714286,0.706032,0.667703,0.467797,0.676656,0,0,0.571429,0.698199,0.52381,0.687055,0.211538,0.35153,0.142857,0.285714,0.527962,0.590389,0.361963,0.384,true,false,0.301205,0.297297,0.633941,0.296296,0.366059,0.066667,0.048387,0,0,0.275,0.516129,0.254902,0.605263,0.785714,0.591398,0.785714,0.675439,0.258065,0.380645,0.307692,0.315789,0.5,0.55914,0.533333,0.673684,0.282051,0.764977,0.26,0.75188,0,0,0,0,0.305556,0.793218,0.333333,0.731397,0.3,0.258065,0.3,0.236842,0.571429,0.798387,0.518519,0.868421,0.351852,0.52957,0.288889,0.555556,0.21875,0.47043,0.285714,0.444444,0.419355,0,0.331797,0.483871,0.309677,0.208871,0,0.145161,0.483871,0,0,0,0,0,0,0.37069,0.387173,0.607412,0.679966,0.382294,0.394102,true,0.818063,0.181937,positive
0.267658,0.374101,0.468562,0.63783,0.332928,0.251799,0.247086,0.22449,0.33494,0.33494,0.223488,0.320179,0.461631,0.143881,0.190476,0.344674,0.190476,0.353282,0.230769,0.752914,0.285714,0.77551,0.275047,0.31677,0.177914,0.192,false,false,0.192771,0.189189,0.58498,0.203704,0.41502,0.466667,0.477273,0,0,0.1625,0.318182,0.156863,0.464286,0.071429,0.075758,0.071429,0.083333,0.225806,0.536364,0.384615,0.535714,0.1875,0.295455,0.2,0.342857,0.179487,0.779221,0.18,0.77551,0,0,0,0,0.166667,0.620047,0.153846,0.458128,0.5,0.606061,0.5,0.535714,0.178571,0.328512,0.185185,0.390756,0.222222,0.526515,0.177778,0.396825,0.15625,0.473485,0.285714,0.603175,0.709091,0.115909,0.311688,0.818182,0.109091,0.294318,0,0,0.227273,0,0,0,0,0,0,0.17069,0.185273,0.211799,0.300691,0.169014,0.179625,true,0.818063,0.181937,positive
